request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"0bb1ba4c-b78a-4e8d-a7c3-512c21ce1a53",GET,/manager/flight/list,,,200,text/html;charset=utf-8,"version%5B1%5D=0&arrival%5B2%5D=L&tag%5B0%5D=Lorem+ipsum+dolor+sit+ame&departure%5B1%5D=Lorem+ipsum+dolor+sit+ame&id%5B1%5D=222&version%5B2%5D=0&arrival%5B1%5D=L&departure%5B0%5D=Lorem+ipsum+dolor+sit+ame&id%5B0%5D=219&arrival%5B0%5D=L&tag%5B2%5D=Lorem+ipsum+dolor+sit+ame&advertisement=672&tag%5B1%5D=Lorem+ipsum+dolor+sit+amet+consectetur+adipiscin&departure%5B2%5D=Lorem+ipsum+dolor+sit+ame&version%5B0%5D=0&id%5B2%5D=251",,247886235677500,247886253656900,247886740614100
"fe895403-4cbc-4ea9-90b2-4ff1cf1bd1b7",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247886749977400,247886751518700,247886751875600
"6b955a9c-2d08-4115-b6a4-aa52de02915a",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247886754362800,247886755833100,247886756210400
"d8790c99-dd9b-473b-8476-37bd74cede61",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247886759124000,247886761316500,247886761750500
"5a2ee649-7875-44c5-9519-3f9eb3c926c5",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247886764187400,247886765653900,247886765977300
"361790d1-f9ad-46c8-80ae-188a8fc39ceb",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247886769093500,247886771171200,247886771580600
"786e6700-4602-4e09-91ea-7c534d206f74",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247886775850900,247886778529400,247886778952200
"d256fdab-fecd-4846-af04-8c2cf87c5a8b",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247886781951100,247886783884000,247886784513700
"b3a83662-3f11-4816-9ef5-77e016e828f6",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247886787474500,247886788858900,247886789156100
"1802c979-d2f3-4619-8272-57cc5fd263fc",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247886791420300,247886792793700,247886793126300
"f0ad2d29-447b-409b-94eb-d303b7ac4483",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247886795340200,247886796702800,247886796965400
"39213b77-a604-42da-a939-b6eb6329ad82",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247886800425100,247886802193500,247886802547900
"7a3691a2-6a3e-4c0e-a592-561366ceed17",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247886805470700,247886806993700,247886807364600
"8efca7ae-172f-4d56-a9ef-581901e1598f",GET,/images/banner.png,,,200,image/png,,,247886810345100,247886811728500,247886812014800
"93e8982f-c37b-458a-b338-ed77948f72c9",GET,/images/logo.png,,,200,image/png,,,247886814612700,247886815918000,247886816252900
"92f1b2fd-e49d-4667-b565-0dbb23f232e5",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,247886819495100,247886820926300,247886835115800
"075edb18-5ee3-4de2-be59-da3b35de1340",GET,/manager/flight/create,,,200,text/html;charset=utf-8,"id=0&version=0&draftMode=true&advertisement=669&layovers=0",,247886839532600,247886846536100,247887375050600
"af5bb838-ebee-4afc-885f-3f6c21ce3e99",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247887385998800,247887388567000,247887388976800
"e38c4b6e-643d-4824-990f-bd1ea7268373",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247887392541900,247887395148600,247887395746500
"7f43a727-160c-4b74-ba54-832cf0aa3407",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247887400081800,247887402079900,247887402503900
"1d385e30-ae87-4e52-8ea6-6fa8396ab9e1",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247887406279700,247887408903600,247887409659900
"4e6bb23a-845f-4337-87a1-a9d9d943e1c9",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247887412750200,247887415578600,247887416003700
"330bf3ba-a732-4baf-9e86-101d1ee5e53c",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247887419055300,247887421029700,247887421582900
"12582f52-fba9-4cab-9f5d-eab283d61fb7",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247887424702700,247887427085500,247887427510700
"1794fcc9-ca3b-4477-9116-b24ebf916dc8",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247887430777000,247887432780900,247887433231500
"2ac25a0b-0c28-41e7-b3f6-129707abacb2",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247887436721500,247887438967100,247887439339600
"2d23eb2b-a958-4d4a-91a1-2d8dff5f20a3",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247887442232900,247887443859900,247887444193100
"984ea8d5-f3d6-4b1e-9a17-d67e8a55961f",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247887447808100,247887449229700,247887449601900
"c2e17dc9-2133-4628-a910-23f71275120f",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247887452057500,247887454922800,247887455387900
"b352cdbf-1ccf-44a5-9a9f-e904658596fc",GET,/images/banner.png,,,200,image/png,,,247887460052900,247887462817300,247887463584800
"273a16bf-db84-4d96-b1d1-01f843c71007",GET,/images/logo.png,,,200,image/png,,,247887468243800,247887469780300,247887470212300
"4aeddc41-0b37-4b1b-8d7f-eab501462a9c",POST,/manager/flight/create,,"arrival=&cost=&departure=&description=&id=0&layovers=0&requiresSelfTransfer=false&scheduledArrival=&scheduledDeparture=&tag=&version=0",200,text/html;charset=utf-8,"tag=&id=0&version=0&cost%24error=The+value+cannot+be+null..+Unsupported+currency.&draftMode=true&description=&tag%24error=Must+have+between+1+and+50+items.+The+value+cannot+be+null..&advertisement=668&requiresSelfTransfer=false&cost=&layovers=0",,247887474667500,247887568933300,247887791496900
"28c34b4c-ee31-4ff3-9a27-337eaae810a0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247887798030000,247887799532000,247887799832300
"4e0c68ef-7ad2-41ef-aa55-35b8bea66981",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247887802221000,247887803703700,247887803976400
"22eec749-0b33-4686-8f7d-92cd0786e6d5",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247887806593100,247887807971100,247887808320700
"b8257de6-dbf0-460a-be7b-296b4cf2b72b",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247887810560700,247887811891100,247887812162800
"8b6f3022-2d8f-47a2-9993-21acd9d70b64",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247887814838200,247887816243700,247887816507600
"087b933f-8c74-4488-86ab-439de43e7ea9",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247887818845900,247887820203400,247887820484100
"c5ae4180-15da-4eb5-ad42-20153f164c86",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247887822483200,247887823864300,247887824188800
"3d269d06-04df-426b-81f5-0ca9166ebf57",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247887826463500,247887827816700,247887828078400
"11064714-74c7-4098-bdc4-1f6acfa2c5f4",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247887830242000,247887831535300,247887831807800
"debe6954-1046-41fb-ba1d-4e1871cc949c",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247887835055600,247887836610000,247887836909200
"e092c308-d528-456e-91d8-29e42db6aa26",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247887839338200,247887840607500,247887840845100
"a10d29a9-cca2-46bc-8bce-84aa859d4c6d",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247887842826700,247887844147400,247887844393400
"2fe06b03-552d-46f3-a35f-afeb820bccce",GET,/images/banner.png,,,200,image/png,,,247887846630200,247887847882200,247887848170500
"ed3d165f-b490-415e-b9ad-d471cd47b8a5",GET,/images/logo.png,,,200,image/png,,,247887851283700,247887852727000,247887853282000
"2af671ab-43d8-439c-bc63-2f963ea045c1",POST,/manager/flight/create,,"arrival=&cost=&departure=&description=&id=0&layovers=0&requiresSelfTransfer=false&scheduledArrival=&scheduledDeparture=&tag=1&version=0",200,text/html;charset=utf-8,"tag=1&id=0&version=0&cost%24error=The+value+cannot+be+null..+Unsupported+currency.&draftMode=true&description=&advertisement=665&requiresSelfTransfer=false&cost=&layovers=0",,247887856838500,247887876102900,247888059769400
"a405fa16-d645-44c3-a3cb-224ea0e6a997",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247888066719700,247888068787900,247888069065200
"ab4d1289-74be-422e-8d4c-c7a2b0b3e091",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247888071653100,247888073428400,247888073870300
"85be94b8-08f9-40ee-a047-ed3d179071af",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247888093221800,247888094862700,247888095188400
"5015b61b-172b-42a8-8106-0e2c4690f798",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247888097579400,247888098843200,247888099080400
"eb61c7be-5684-4051-b19d-91188b8a47f2",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247888102016200,247888103432700,247888103731400
"54a5df4b-06f6-444b-ba59-2c1f66a84a4b",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247888105953200,247888107259000,247888107540700
"15483f7e-2fcc-40a1-b4aa-5bb560be272b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247888109910400,247888111490100,247888111733100
"f2968658-7f0b-40fb-85d4-e65b1359ace7",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247888114413200,247888115870400,247888116140500
"d7dfba88-c9fd-40b4-9af6-d60fcfbb060a",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247888118717000,247888120827500,247888121186400
"3944a264-4801-45e5-9ce0-cf66caf3f484",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247888124633100,247888126117500,247888126450500
"a681f8bf-348f-4af7-8515-5fdd3d6e5277",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247888129108000,247888130408300,247888130655200
"f8b76252-861d-4db7-b11a-66dfeafea47a",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247888133099900,247888134877600,247888135192500
"02405797-aca4-49ba-9f93-486cb50d707d",GET,/images/banner.png,,,200,image/png,,,247888137580600,247888138959200,247888139199300
"86034375-3d53-49f3-a224-75380bd7138d",GET,/images/logo.png,,,200,image/png,,,247888142230400,247888143585400,247888143872600
"b1f858f8-301d-4f9c-a159-df9c02445d4a",POST,/manager/flight/create,,"arrival=&cost=&departure=&description=&id=0&layovers=0&requiresSelfTransfer=false&scheduledArrival=&scheduledDeparture=&tag=++&version=0",200,text/html;charset=utf-8,"tag=++&id=0&version=0&cost%24error=The+value+cannot+be+null..+Unsupported+currency.&draftMode=true&description=&tag%24error=Must+have+between+1+and+50+items.+The+value+cannot+be+null..&advertisement=672&requiresSelfTransfer=false&cost=&layovers=0",,247888147342000,247888166906900,247888361622000
"b0d6e042-8119-4957-a2d6-538f94934196",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247888371145300,247888372582100,247888372892500
"b0eb573e-3b18-46d8-8fd2-db941cbb5c6b",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247888376091400,247888377628000,247888377947000
"d11244b9-4a1f-4666-8116-4f702fab1656",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247888381201600,247888382577800,247888382811400
"1ff4e132-bdb0-4168-9a65-1fa142b726a8",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247888385510300,247888387062000,247888387706800
"d9f4ea11-998d-4e8b-8111-888a763fa327",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247888390941600,247888392749400,247888393008700
"5a7b5a91-7986-4016-b29b-31da9dbfeabf",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247888395637600,247888397011900,247888397274300
"5203f472-88ab-4e1c-ae55-af9dee596efe",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247888399774300,247888401931500,247888402301800
"3c7c7a59-4b42-4348-b82e-e5cb7210bc0c",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247888405200900,247888406645700,247888406929700
"16404a79-3a6a-4dc3-aa45-977c89ee917f",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247888410394900,247888413240000,247888413720500
"b303a98a-f3cd-481a-923e-4b2044ea29b0",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247888416972100,247888418521900,247888418888900
"be0f6240-59a7-43b6-92dc-06eb57f2b775",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247888422325500,247888424975800,247888425333300
"34f7e911-ffef-49be-a313-ca9f98aa4a4e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247888428012500,247888429418700,247888429733600
"c1ec9aa3-a9cf-4df9-b7f9-c0df98478334",GET,/images/banner.png,,,200,image/png,,,247888432481600,247888434574300,247888434984800
"a3f0286e-6c2b-4fa3-ac25-1d8493109f3c",GET,/images/logo.png,,,200,image/png,,,247888438022000,247888439856500,247888440186000
"167d9257-450b-4196-9220-7b67d51b2971",POST,/manager/flight/create,,"arrival=&cost=&departure=&description=&id=0&layovers=0&requiresSelfTransfer=false&scheduledArrival=&scheduledDeparture=&tag=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa&version=0",200,text/html;charset=utf-8,"tag=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa&id=0&version=0&cost%24error=The+value+cannot+be+null..+Unsupported+currency.&draftMode=true&description=&advertisement=670&requiresSelfTransfer=false&cost=&layovers=0",,247888443903200,247888463060500,247888606810100
"0587aafb-ece8-4cce-8692-9972905a7f6f",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247888618253600,247888621095800,247888621641600
"ea2901e6-5748-49ae-b840-f81b6e2245a3",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,247888625771200,247888627901900,247888628127600
"056a97e3-b02b-4dbc-82a0-aa95eb0024cd",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247888630886000,247888632388900,247888632633600
"2089419c-50ba-4b29-90f0-417b3ddbbe9f",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247888635759800,247888637165100,247888637399100
"d1ff7120-449f-419f-aa8b-c11b68b6cd56",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,247888639643800,247888640854500,247888641050100
"3aafd6c8-de45-4dae-8e7e-f4dab621a5fd",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,247888643398500,247888644725600,247888645004500
"28f7d9a6-71f5-4cf4-b6c6-1a3b6f9314fd",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,247888647821100,247888649384700,247888649618000
"7a1e321b-a8ab-41fd-887e-71796ae4e2b8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,247888652223200,247888654063400,247888654320900
"12997f6d-2c3b-4193-a8ff-35b61bd9a423",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,247888656829300,247888658718800,247888658959800
"4933c01d-d71d-4b95-953b-3f4e3d47cd33",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,247888661547200,247888662867200,247888663110700
"2bf979ba-357e-4ed9-906f-667af88fa00f",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,247888665739900,247888667689400,247888668002300
"0acee24b-d499-4dbd-973f-1d1bf3413046",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,247888670465600,247888673140300,247888673544400
"a839e662-e80e-49ad-8bf0-f269edc73292",GET,/images/banner.png,,,200,image/png,,,247888676139900,247888677546300,247888677794600
"227745db-c5db-4e1b-b267-bec7c8016813",GET,/images/logo.png,,,200,image/png,,,247888680436000,247888681693600,247888681905100
"2212c1a7-fd0e-43b1-8d78-00a36762def4",POST,/manager/flight/create,,"arrival=&cost=&departure=&description=&id=0&layovers=0&requiresSelfTransfer=false&scheduledArrival=&scheduledDeparture=&tag=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa&version=0",200,text/html;charset=utf-8,"tag=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa&id=0&version=0&cost%24error=The+value+cannot+be+null..+Unsupported+currency.&draftMode=true&description=&tag%24error=Must+have+between+1+and+50+items.&advertisement=670&requiresSelfTransfer=false&cost=&layovers=0",,247888684856000,247888704944300,247888854179500
"fc0a95d7-8c23-40b4-b5b7-010052d30e5e",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,247888860277000,247888861985300,247888862254600
"bcb41e22-e39f-4031-aada-62fa5a9a07f6",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,247888864634900,247888865991900,247888866309000
"1c80a0c6-0f4e-49ee-a498-def1e27459a1",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,247888868919900,247888870257300,247888870596900
